keys,es,en,pt_BR,zh_CN
DLG19_1713547682,"Ja, ja, ja... Tengo otros asuntos más importantes que atender.","Ha, ha, ha... I have more important matters to attend to.","Ha, ha, ha... Eu tenho outros assuntos mais importantes para tratar.",哈，哈，哈……我还有更重要的事要处理。
DLG20_1713547682,"Nos veremos pronto, Alquimista.","See you soon, Alchemist.","Te vejo em breve, Alquimista.",很快还会再见的，炼金术师。
DLG3_1718311861,"Hermanos, estamos reunidos aquí para purificar el alma de esta persona...","Brothers, we are gathered here to purify the soul of this person...","Irmãos, estamos reunidos aqui para purificar a alma desta pessoa…",兄弟们，我们聚集于此，是为了净化此人的灵魂……
DLG5_1718311861,"Quien ha traicionado nuestra confianza, nuestra fe.","Who has betrayed our trust, our faith.","Quem traiu a nossa confiança, nossa fé.",她背叛了我们的信任、我们的信仰。
DLG7_1718311861,Esta persona era realmente un Alquimista de la Orden...,This person was actually an Alchemist of The Order...,Esta pessoa na realidade é um Alquimista d’A Ordem…,此人竟是教团的炼金术师……
DLG9_1718311861,Pretendía acercarse a nuestro Señor con un malévolo plan en mente.,She intended to approach our Lord with a malevolent plan in mind.,Ela havia a intenção de se aproximar de Vossa Eminência com intenções malevolentes em mente.,她企图怀着恶意接近吾主。
DLG11_1718311861,Por la gracia de Athos hemos conseguido darle caza y capturarla.,"By the grace of Athos, we have managed to hunt her down and capture her.",Pela Graça de Athos nós conseguimos persegui-la e capturá-la.,托阿托斯之庇佑，我们已将她追猎并擒获。
DLG13_1718311861,Y dejaremos que las llamas quemen todo rastro de su herejía.,And we will let the flames burn all traces of their heresy.,E nós deixaremos as chamas queimarem todos os traços de sua heresia.,我们会让火焰烧尽她异端的一切痕迹。
DLG1_1718312954,Qué demonios...,What the hell...,Que diabos…,搞什么鬼……
DLG4_1718312954,Malditos enfermos.,Sick bastards.,Seus loucos malditos.,一帮畜生。
DLG6_1718312954,"Vaya, la alquimista de hierro ha llegado...","Well, the iron alchemist has arrived...","Bem, a alquimista de ferro chegou…",哼，铁之炼金术师来了啊……
DLG7_1718312954,Supongo que tú eres otro Adeptis...,I guess you are another Adeptis?,Suponho que você seja outro Adeptis?,看来你也是另一个 Adeptis？
DLG8_1718312954,"Elisia Boyle, [color=yellow]Adeptis tercera.[/color]","Elisia Boyle, [color=yellow]Adeptis tercera.[/color]","Elisia Boyle, [color=yellow]Adeptis tercera.[/color]",艾莉西亚·博伊尔，[color=yellow]Adeptis tercera.[/color]
DLG9_1718312954,Xandria...,Xandria...,Xandria... ,珊德莉雅……
DLG10_1718312954,Me gustaría quedarme para saldar cuentas...,I would like to stay and clear the air.,Eu gostaria de ficar para acertar as contas.,我本想留下来，把事情说清楚。
DLG11_1718312954,¿A qué te refieres?,What do you mean?,O que você quer dizer?,你这话是什么意思？
DLG12_1718312954,"Ah, lo suponía... ","Ah, I thought so... ","Ah, como eu pensei… ",啊，我就知道……
DLG13_1718312954,No fui alguien que destacara...,I was not someone who stood out...,Eu não era alguém que se destacava…,我从来都不是那种特别出众的人……
DLG15_1718312954,¡Pero no más! Tengo que cumplir con las expectativas del Señor Trithemius.,But no more! I have to meet Lord Trithemius' expectations.,Mas não mais! Eu tenho que atender as expectativas da Vossa Eminência Lorde Trithemius.,但不会再这样了！我必须达到特里特米乌斯大人的期望。
DLG16_1718312954,"Cuando él lo ordene, nos volveremos a encontrar para demostrarte que soy mejor...","When he orders it, we will meet again to prove to him that I am better...","Quando ele ordena, nós encontraremos novamente para prová-lo que eu sou melhor…",等他下令时，我们会再见面的，到那时我会向他证明我更优秀……
DLG17_1718312954,No sé de qué rayos estás hablando... pero no me importa.,I don't know what the heck you're talking about... but I don't care.,Eu não sei do que diabos você está falando... mas eu não me importo.,我不知道你在鬼扯什么……不过我也不在乎。
DLG18_1718312954,Estoy lista para enfrentarme a quien sea.,I'm ready to take on anyone.,Estou pronta para enfrentar qualquer um.,不管是谁，我都奉陪到底。
DLG19_1718312954,Pronto el señor Trithemius verá que solo a mí me necesita...,Soon he will see that only I am needed...,Em breve a Vossa Eminência verá que apenas a mim ele necessita…,他很快就会明白，真正需要的人只有我……
DLG1_1718387263,¿Qué rayos es el Opus Magnum?,What the heck is Opus Magnum?,O que diabos é Opus Magnum?,至高杰作到底是什么鬼？
DLG2_1718387263,Y sobre la primera fase de su creación... ¿Qué tiene que ver lo ocurrido en Transilvania?,And about the first phase of its creation... What does what happened in Transylvania have to do with it?,E sobre a primeira fase de sua criação? O que aconteceu na Transilvânia tem a ver com isso?,还有它诞生的第一阶段……特兰西瓦尼亚发生的事和这又有什么关系？
DLG3_1718387263,"Sea lo que sea que tengan en mente, debo evitar que logren crearlo.","Whatever they have in mind, I must prevent them from succeeding in creating it.","O que quer que eles tenham em mente, eu devo impedir que criem isso.",不管他们打的是什么主意，我都必须阻止他们完成它。
DLG8_1718387263,Esta Alquimista estuvo dos años infiltrada en los Ahuizotes.,This Alchemist spent two years infiltrating the Ahuizotes.,Essa Alquimista passou dois anos infiltrada entre os Ahuizotes.,这位炼金术师为了潜入 Ahuizotes，花了整整两年。
DLG9_1718387263,Y ahora ha acabado así...,And now she has ended up like this...,E agora acabou nesse estado…,如今却落得这个下场……
DLG10_1718387263,Daré aviso a la Orden para que puedan llevarse el cuerpo.,I will notify The Order so that they can remove the body.,Eu irei notificar À Ordem para que eles possam coletar o corpo.,我得通知教团，把遗体安置好。
DLG11_1718387263,Maldito Johannes... me aseguraré de que tengas una muerte lenta y dolorosa.,Damn Johannes... I'll make sure you die a slow and painful death.,Maldito Johannes... Terei a certeza que você morra de uma forma lenta e dolorosa.,该死的约翰内斯……我一定会让你慢慢痛苦地死去。
DLG1_1718635933,He llegado a las ruinas de lo que una vez fue la ciudad de Stralsund...,I have arrived at the ruins of what was once the city of Stralsund...,Cheguei às ruínas que um dia foram a cidade de Stralsund...,我已经来到这座曾经名为施特拉尔松德的城市遗迹……
DLG2_1718635933,Esta fue una ciudad prospera gobernada por un aristócrata llamado Henry Cavendish.,This was a prosperous city ruled by an aristocrat named Henry Cavendish.,Foi um dia uma próspera cidade governada pelo aristocrata chamado Henry Cavendish.,这里曾是一座繁荣的城市，由一位名叫亨利·卡文迪许的贵族统治。
DLG3_1718635933,Todo iba bien hasta que Cavendish se unió a la secta de los Ahuizotes.,Everything was going well until Cavendish joined the Ahuizotes sect.,Tudo estava indo bem até Cavendish se uniu à seita dos Ahuizotes.,一切都很顺利，直到卡文迪许加入了 Ahuizotes 教派。
DLG4_1718635933,Debería poder encontrar información útil en este lugar.,I should be able to find useful information here.,Devo encontrar informações úteis aqui.,这里应该能找到有用的情报。
DLG1_1718664090,Este es un medallón que tiene una serie de muescas en la parte de atrás...,This is a medallion that has a series of notches on the back...,Esse medalhão possui uma série de entalhes na parte de trás…,这是一枚背面刻着一串凹槽的徽章……
DLG2_1718664090,¿Podría ser este el medallón de Joseph Cavendish?,Could this be Joseph Cavendish's medallion?,Poderia ser o medalhão de Joseph Cavendish?,难道这是约瑟夫·卡文迪许的徽章？
DLG3_1718664090,"Me lo llevaré, quizás sea de utilidad.","I'll take it with me, maybe it will be useful.","Levarei comigo, talvez será útil.",先带在身上吧，说不定会派上用场。
DLG10_1718748417,"Una niña, ¿en este lugar?","A girl, in this place?","Uma garota, nesse lugar?",一个女孩？在这种地方？
DLG12_1718748417,¿Qué... qué ha pasado?,What... what happened?,O que... o que houve?,怎、怎么了？
DLG13_1718748417,Es lo que yo debería preguntar...,That's what I should be asking...,Eu que deveria perguntar isso…,这话该我问你才对……
DLG14_1718748417,Alguien ha asesinado estos Ahuizotes... ¿No has visto a nadie más?,Someone has killed these Ahuizotes... You haven't seen anyone else?,Alguém matou esses Ahuizotes... Você não viu algo mais?,有人把这些 Ahuizotes 都杀了……你没见到别的人吗？
DLG16_1718748417,No... no lo sé... Creo que estaba dormida...,I don't know. I think I was asleep...,Eu não sei. Eu acho que estava dormindo…,我不知道。我想我刚才一直在睡……
DLG18_1718748417,No recuerdo como llegué aquí...,I don't remember how I got here...,Eu não me lembro de como cheguei aqui…,我不记得自己是怎么来到这里的……
DLG19_1718748417,¿Te habré visto antes?,Have I seen you before?,Eu já não te vi antes?,我以前见过你吗？
DLG20_1718748417,Te me haces conocida...,You look familiar...,Você me parece familiar…,你看起来有点眼熟……
DLG22_1718748417,Como sea.,Whatever.,Não importa.,随便吧。
DLG23_1718748417,Por la descripción que me dio el hombre de la tienda...,From the description given to me by the man in the store...,Pela descrição dada pelo dono da loja...,按店里那个人给我的描述……
DLG24_1718748417,"¿Te llamas Aura, verdad?","Your name is Aura, right?","Seu nome é Aura, certo?",你叫奥拉，对吧？
DLG25_1718748417,"¿Eh? Sí, ese es mi nombre, ¿cómo lo sabe?","Huh? Yes, that's my name. How do you know it?","Huh? Sim, esse é meu nome, como você sabe?",嗯？对，那是我的名字。你怎么知道？
DLG26_1718748417,Tu padre te está buscando. Los Ahuizotes te raptaron cuando los demonios invadieron Grijayla.,Your father is looking for you. The Ahuizotes kidnapped you when the demons invaded Grijayla.,Seu pai está te procurando. Os Ahuizotes te raptaram quando os demônios invadiram Grijayla.,你父亲在找你。恶魔入侵格里哈伊拉时，Ahuizotes 把你掳走了。
DLG27_1718748417,¿Recuerdas algo de eso?,Do you remember any of that?,Você lembra alguma coisa disso?,这些你还有印象吗？
DLG28_1718748417,"No... no lo sé. No recuerdo nada, perdón.","No. I don't remember anything, sorry.","Não. Não lembro de nada, sinto muito.",没有。对不起，我什么都想不起来。
DLG29_1718748417,¿Mi papá está bien?,Is my dad okay?,Meu pai está bem?,我爸爸还好吗？
DLG30_1718748417,"Sí, aunque preocupado. Él se encuentra en Amerithia.","Yes, although he's concerned. He is in Amerithia.","Sim, apesar de estar muito preocupado. Ele está em Amerithia.",他没事，只是很担心你。他现在人在阿美瑞西亚。
DLG33_1718748417,Ahora qué debería hacer...,Now what should I do...,Agora o que devo fazer…,现在我该怎么办……
DLG34_1718748417,Debo ir a otro lugar,I must go somewhere else,Eu preciso ir para algum lugar,我得去别的地方。
DLG36_1718748417,Me tengo que ir. Suerte.,I have to go now. Good luck.,Eu tenho que ir agora. Boa sorte.,我得走了。祝你好运。
DLG37_1718748417,Eh... ¿gracias?,Uh... thank you?,Uh... obrigado?,呃……谢谢你？
DLG38_1718748417,Mantente cerca de mí,Stay close to me,Fique perto de mim,跟紧我。
DLG41_1718748417,Saldremos de este lugar y te llevaré con tu padre.,We will leave this place and I will take you to your father.,Iremos sair desse lugar e te levarei ao seu pai.,我们先离开这里，我会带你去见你父亲。
DLG42_1718748417,"Muchas gracias, señorita...","Thank you very much, Miss...","Muito obrigado, Senhorita...",非常感谢你，小姐……
DLG43_1718748417,"Xandria, es mi nombre.","Xandria, that's my name.","Xandria, é o meu nome.",我叫珊德莉雅。
DLG44_1718748417,"Está bien, señorita Xandria, haré lo que usted me diga.","All right, Miss Xandria. I will do as you say.","Tudo bem, Senhorita Xandria, eu farei o que você disser.",好的，珊德莉雅小姐。我会照你说的做。
DLG45_1718748417,Deberías salir de aquí.,You should get out of here.,Você deveria sair daqui.,你该离开这里了。
DLG47_1718748417,Deberías salir de aquí. Tu padre se miraba muy preocupado..,You should get out of here. Your father looked very worried.,Você deveria sair daqui. Seu pai parecia bastante preocupado.,你该离开这里。你父亲看起来担心得不得了。
DLG48_1718748417,Sí... tiene razón.,Yes... you are right.,Sim... você está certa.,是……你说得对。
DLG50_1718748417,¿Qué? Ya hice suficiente con encontrarte y despejar el camino de demonios.,What? I've done enough with finding you and clearing the path of demons.,O que? Já fiz o suficiente para te encontrar e limpar o caminho dos demônios.,什么？我已经帮了够多了，找到你，还替你清出一条恶魔通路。
DLG51_1718748417,"Gracias, supongo...","Thanks, I guess...","Obrigado, eu acho…",也算……谢谢你了。
DLG6_1718897790,Mi padre me ha dicho que usted es una Alquimista muy poderosa.,My father has told me that you are a very powerful Alchemist.,Meu pai me disse que você é uma Alquimista muito poderosa.,我父亲跟我说过，你是一位非常强大的炼金术师。
DLG7_1718897790,Claro.,Of course.,É claro.,那当然。
DLG8_1718897790,Y también es una cazarecompensas.,And you are also a bounty hunter.,E você também é uma caçadora de recompensas.,而且你还是个赏金猎人。
DLG9_1718897790,Supongo...,I guess...,Provavelmente…,算是吧……
DLG10_1718897790,Así es,That's right,Isso mesmo,没错。
DLG11_1718897790,Solo hago trabajos si la recompensa es buena.,I only do jobs if the reward is good.,Eu apenas aceito quando a recompensa é boa.,只要报酬够好，我才会接活。
DLG12_1718897790,Te he rescatado solo porque te encontré por casualidad.,I rescued you only because I found you by chance.,Eu apenas te resgatei porque te encontrei por sorte.,救你纯粹是碰巧遇上了。
DLG13_1718897790,Y tu padre me ofreció algo a cambio de ayudarle.,And your father offered me something in exchange for helping him.,E seu pai me ofereceu algo em troca de ajudá-lo.,再说，你父亲也答应给我些报酬。
DLG14_1718897790,"Sé buena con él, ha estado muy preocupado. ¿Entendido?","Be nice to him, he's been worried sick. Got it?","Seja legal com ele, ele está muito preocupado. Entendido?",对他好一点，他担心得都快病倒了。明白吗？
DLG15_1718897790,¿Eh? Sí... gracias de todas formas.,Huh? Yes... thanks anyway.,Huh? Sim... obrigado por tudo.,啊？好……总之还是谢谢你。
DLG16_1718897790,Te veo preocupada,You look worried,Você parece preocupada,你看起来有心事。
DLG18_1718897790,La verdad... es que quisiera pedirle un favor.,The truth is... I would like to ask you a favor.,Na verdade é que... Eu gostaria de te pedir um favor.,其实……我想请你帮个忙。
DLG19_1718897790,¿De qué trata?,What is it about?,Do que se trata?,什么事？
DLG20_1718897790,Es sobre mis gatitos.,It's about my kittens.,São os meus gatinhos.,和我的小猫有关。
DLG21_1718897790,¿Qué?,What?,O que?,什么？
DLG22_1718897790,Mi padre dijo que durante la invasión de los demonios mis gatitos se perdieron.,My father said that during the demon invasion my kittens were lost.,Meu pai disse que durante a invasão de demônios meus gatos se perderam.,我父亲说，恶魔入侵的时候，我的小猫们走丢了。
DLG23_1718897790,"Y como sigue habiendo peligro en Grijayla, no puedo ir allá.","And since there is still danger in Grijayla, I cannot go there.","E desde que ainda é perigoso em Grijayla, eu não posso ir até lá.",现在格里哈伊拉还是很危险，我没法自己过去。
DLG24_1718897790,¿Y quieres que yo vaya a buscarlos?,And you want me to go look for them?,E você quer que eu vá até lá para buscá-los?,所以你想让我去帮你找它们？
DLG25_1718897790,"Sí. Yo no tengo dinero, pero... ","Yes, I don't have any money, but...","Sim, eu não tenho dinheiro, mas…",是的，我没什么钱，不过……
DLG26_1718897790,Tengo un objeto raro con forma de caja que podría valer algo. Se llama [color=yellow]Daguerrotipo.[/color],I have a rare box-shaped object that might be worth something. It's called [color=yellow]Daguerreotype.[/color],Eu tenho um raro objeto em forma de caixa que pode valer alguma coisa. É chamado de [color=yellow]Daguerreótipo[/color].,我有一个罕见的盒状物件，也许值点钱。它叫 [color=yellow]银版摄影机[/color]。
DLG27_1718897790,¿Daguerrotipo? ¿Qué hace esa cosa?,Daguerreotype? What does that thing do?,Daguerreótipo? O que essa coisa faz?,银版摄影机？那东西是干什么的？
DLG28_1718897790,"No sé. Lo encontré mientras jugaba. En la caja dice ""daguerrotipo"".","I don't know. I found it while playing. On the box it says ""daguerreotype"".","Eu não sei. Eu encontrei enquanto brincava. Na caixa diz ""daguerreótipo"".",我不知道。我是玩的时候捡到的。盒子上写着“银版摄影机”。
DLG29_1718897790,Ah... entiendo...,Ah... I understand...,Ah... Entendo…,啊……原来如此……
DLG31_1718897790,Creo haber visto un gato en Grijayla...,I think I saw a cat in Grijayla...,Eu acho que vi um gato em Grijayla...,我想我之前在格里哈伊拉见过一只猫……
DLG33_1718897790,"¿Así que podría ayudarme, señorita Xandria?","So could you help me, Miss Xandria?","Então você pode me ajudar, Senhorita Xandria?",所以，你愿意帮我吗，珊德莉雅小姐？
DLG34_1718897790,Supongo... sí regreso a Grijayla podría echar un vistazo.,"I guess... if I go back to Grijayla, I could take a look.",Eu acho... se eu eu voltar à Grijayla eu posso dar uma olhada.,行吧……要是我回格里哈伊拉，会顺便帮你找找。
DLG35_1718897790,Dime más.,Tell me more.,Me dê mais informações.,多跟我说一点。
DLG36_1718897790,"Gracias. Tengo tres gatitos, son escurridizos y no se acercan a desconocidos.",Thank you. I have three kittens. They are sneaky and don't go near strangers.,"Obrigado. Eu tenho três gatinhos, eles são bem ariscos e não ficam perto de estranhos.",谢谢你。我有三只小猫。它们很机灵，不会靠近陌生人。
DLG37_1718897790,"Así que le entrego uno de sus juguetes, con solo tenerlo hará que ellos se vayan con usted.",So I'll give you one of their toys. Just having it will make them go with you.,"Então eu te dou um de seus brinquedos, apenas de estar com você fará com que eles te sigam.",所以我会把它们的一个玩具给你。只要带着它，它们就会跟你走。
DLG38_1718897790,"Eso sería todo, espero que pueda encontrar a [color=yellow]Niña, Pinta y Santamaría.[/color]","That would be all, I hope you can find [color=yellow]Niña, Pinta, and Santamaría.[/color]","Isso é tudo, eu espero que consiga encontrar [color=yellow]Niña, Pinta e Santamaría[/color].",就这些了，希望你能找到 [color=yellow]尼尼娅、平塔和圣玛丽亚[/color]。
DLG39_1718897790,¿Qué?,What?,Como?,什么？
DLG40_1718897790,Así se llaman mis gatitos.,That's the name of my kittens.,São os nomes de meus gatinhos.,那是我家小猫的名字。
DLG43_1718897790,Ya... en resumen. ¿Son tres gatos los que debo encontrar?,"I see... In short, there are three cats I have to find?",Entendo... resumindo. São três gatos que eu tenho que encontrar?,我明白了……也就是说，我得找三只猫？
DLG44_1718897790,Está bien. Si llego a Grijayla revisaré un poco el lugar.,"All right. If I get to Grijayla, I'll check the place out a bit.",Certo. Se eu for à Grijayla vou dar uma olhada.,好吧。等我到了格里哈伊拉，会顺便在那边找找。
DLG45_1718897790,Gracias señorita Xandria.,"Thank you, Miss Xandria.",Obrigado Senhorita Xandria.,谢谢你，珊德莉雅小姐。
DLG51_1718897790,"Listo, ahí están los tres gatos que encontré en Grijayla.","There, there are the three cats I found in Grijayla.","Aqui, aqui estão os três gatos que encontrei em Grijayla.",喏，这是我在格里哈伊拉找到的那三只猫。
DLG52_1718897790,Muchas gracias señorita Xandria.,"Thank you very much, Miss Xandria.",Muito obrigado Senhorita Xandria.,非常感谢你，珊德莉雅小姐。
DLG53_1718897790,"Ahora podré estar tranquila sabiendo que Niña, Pinta y Santamaría están a salvo.","Now I can rest easy knowing that Niña, Pinta, and Santamaría are safe.","Agora eu posso ficar tranquila sabendo que Niña, Pinta e Santamaría estão a salvo.",现在我终于能放心了，尼尼娅、平塔和圣玛丽亚都平安无事。
DLG54_1718897790,"Ah, cierto le prometí una recompensa...","Oh, yes, I promised you a reward...","Oh, sim, eu prometi uma recompensa…",哦，对了，我答应过要给你报酬……
DLG55_1718897790,"Tenga, esta es la caja que le había mencionado.","Here, this is the box I mentioned to you.","Aqui está, esta é a caixa que falei a você.",来，这就是我之前提过的那个盒子。
DLG56_1718897790,Ya... así que este es el Daguerrotipo...,So this is the Daguerreotype...,Então este é o Daguerreótipo...,所以这就是银版摄影机……
DLG57_1718897790,"Uh... no sé para que sirve, pero parece muy sofisticado como para ser un simple juguete.","Uh... I don't know what it's for, but it looks too sophisticated to be just a toy.","Uh... eu não sei para que serve, mas parece muito sofisticado para ser apenas um brinquedo.",呃……我也不知道它是干什么的，不过看起来太精巧了，不像只是个玩具。
DLG58_1718897790,"Podría valer algo de dinero. Bien, lo acepto.","It might be worth some money. Fine, I'll take it.","Isto pode valer algum dinheiro. Tudo bem, eu aceito.",也许能卖点钱。行，我收下了。
DLG59_1718897790,"Eso es todo, tengo otras cosas que hacer.","That's it, I have other things to do.","É isso, eu tenho outras coisas para fazer.",就这样吧，我还有别的事要做。
DLG60_1718897790,"Sí. Que le vaya bien, señorita Xandria.","Yes. Good luck to you, Miss Xandria.","Sim. Boa sorte para você, Senhorita Xandria.",是。祝你好运，珊德莉雅小姐。
DLG64_1718897790,Gracias por ayudarme. Espero que el Daguerrotipo le sea de utilidad.,Thank you for your help. I hope you find the Daguerreotype useful.,Obrigado pela ajuda. Eu espero que o Daguerreótipo seja útil.,谢谢你帮我找回我的小猫。希望银版摄影机能对你有用。
DLG69_1718897790,"Gracias por ayudarme a encontrar a mis gatitos, señorita Xandria. Aunque todavía falta encontrar [cats_need_rescue].","Thank you for helping me find my kittens, Miss Xandria. Still need to find [cats_need_rescue] though.","Obrigado por me ajudar a encontrar meus gatos, Senhorita Xandria. Ainda precisa encontrar [cats_need_rescue].",谢谢你帮我找回小猫，珊德莉雅小姐。不过还得再找 [cats_need_rescue] 才行。
DLG72_1718897790,Debo hablar con tu padre,I must talk to your father,Eu preciso falar com o seu pai,我得跟你父亲谈谈。
DLG73_1718897790,He venido a comprar algunas cosas.,I came to buy some things.,Eu vim para comprar algumas coisas.,我来买点东西。
DLG74_1718897790,"Así que si no te importa, no tengo nada más de lo que hablar contigo.","So if you don't mind, I have nothing else to talk to you about.","Então se não se importa, não tenho mais nada a dizer a você.",所以如果你不介意的话，我已经没什么可跟你说的了。
DLG75_1718897790,Entiendo... una gran Alquimista como usted debe estar muy ocupada...,I understand... a great Alchemist like you must be very busy...,Entendo... uma grande Alquimista como você deve estar muito ocupada…,我明白了……像你这样厉害的炼金术师一定很忙吧……
DLG76_1718897790,Por supuesto.,Of course.,É claro.,那当然。
DLG2_1719417607,"Querida, buen trabajo.","Dear, good job.","Querida, bom trabalho.",亲爱的，干得不错。
DLG3_1719417607,Has logrado evitar que este incidente haya pasado a mayores.,You have managed to prevent this incident from escalating.,Você conseguiu evitar que este incidente se agravasse.,你成功阻止了事态进一步恶化。
DLG4_1719417607,Cuéntame los detalles.,Tell me the details.,Me diga os detalhes.,把详情告诉我。
DLG5_1719417607,"Como era de esperarse, los Ahuizotes estaban detrás del asalto.","As expected, the Ahuizotes were behind the assault.","Como esperado, os Ahuizotes estavam por trás do assalto.",果然，这次袭击的幕后黑手是 Ahuizotes。
DLG6_1719417607,Así que podemos confirmar que los Ahuizotes no están estables económicamente.,So we can confirm that the Ahuizotes are not financially stable.,Então podemos confirmar que os Ahuizotes não estão estáveis financeiramente.,这么一来，我们就能确认 Ahuizotes 的财政状况并不稳定。
DLG7_1719417607,"El mantenimiento de una organización cuesta mucho dinero, seguramente la fortuna de los Cavendish ha llegado a su límite.",It costs a lot of money to maintain an organization. Surely the Cavendish fortune has reached its limit.,Custa muito dinheiro para manter uma organização; Certamente a fortuna do Cavendish chegou ao limite.,维持一个组织运转要花很多钱。卡文迪许家的财富想必也快见底了。
DLG8_1719417607,Debemos seguir frustrando sus planes para debilitarlos desde adentro.,We must continue to thwart their plans to weaken them from within.,Nós devemos continuar frustrando seus planos para enfraquecê-los por dentro.,我们必须继续挫败他们的计划，从内部削弱他们。
DLG9_1719417607,Lamentablemente perdimos a una prometedora Alquimista quien estaba como infiltrada.,"Unfortunately, we lost a promising Alchemist who was undercover.",Infelizmente nós perdemos uma promissora Alquimista que estava infiltrada.,可惜的是，我们失去了一位很有前途的卧底炼金术师。
DLG10_1719417607,Pero no dejaremos que su sacrificio sea en vano.,But we will not let her sacrifice be in vain.,Mas não deixaremos o sacrifício dela ser em vão.,但我们不会让她的牺牲白费。
DLG11_1719417607,Todavía seguimos analizando la información que nos ha dejado.,We are still analyzing the information she has left us.,Nós ainda estamos analisando a informação que ela nos deixou.,她留下的情报，我们还在分析。
DLG12_1719417607,Me llama la atención que lo que pasó en Transilvania les haya ayudado con sus planes...,It strikes me that what happened in Transylvania has helped them with their plans...,O que me chama a atenção é sobre o que aconteceu na Transilvânia que ajudou nos planos deles...,我总觉得，特兰西瓦尼亚发生的事，似乎帮了他们一把……
DLG13_1719417607,¿Sabrás algo al respecto?,Do you know anything about it?,Você sabe alguma coisa sobre isso?,你知道些什么吗？
DLG15_1719417607,"No lo creo, no sé qué relación haya entre lo que pasó aquella vez y lo que sea que estén haciendo ahora los Ahuizotes.",I don't know what relationship there is between what happened that time and whatever the Ahuizotes are doing now.,Eu não sei que relação existe entre o que aconteceu naquela época com o que os Ahuizotes estão fazendo agora.,我也不清楚当时发生的事，和 Ahuizotes 现在在做的这些之间，到底有什么关系。
DLG17_1719417607,"Bien, siguiendo con el tema del tren... ¿Algo más de lo que deba saber?","Well, following up on the train topic.... Anything else I should know about?","Bem, sobre o assunto do trem.... Há alguma coisa que eu deveria saber?",嗯，接着说列车那件事……还有什么我该知道的吗？
DLG18_1719417607,"En el tren me encontré con otro Adeptis que logró escapar, su nombre es Sheal Avicena.","On the train, I met another Adeptis who managed to escape. His name is Sheal Avicenna.","No trem, me encontrei com um Adeptis que conseguiu escapar, seu nome é Sheal Avicenna.",在列车上，我遇到了另一个成功逃走的 Adeptis。他叫希尔·阿维森纳。
DLG19_1719417607,"Sheal... vaya, eso es inesperado. No teníamos noticias suyas desde hace mucho tiempo.","Sheal... wow, that's unexpected. We hadn't heard from him in a long time.","Sheal... uau, que inesperado. Nós não tínhamos notícias dele por um longo tempo.",希尔……哇，这可真出乎意料。我们已经很久没听到他的消息了。
DLG20_1719417607,¿Lo conoce?,Do you know him?,Você o conhece?,你认识他？
DLG21_1719417607,Sheal Avicena fue un comerciante que viajaba a lo largo del continente en busca de tesoros o conocimiento al cual poder sacarle provecho.,Sheal Avicenna was a merchant who traveled throughout the continent in search of treasures or knowledge to profit from.,Sheal Avicenna foi um comerciante que viajou por todo o continente a procura de tesouros ou conhecimento para tirar proveito.,希尔·阿维森纳曾是个商人，为了牟利而周游大陆，寻找珍宝或知识。
DLG22_1719417607,Una crisis de salud ocurrió en los barrios pobres de varios países.,A health crisis occurred in the slums of several countries.,Uma crise sanitária ocorreu em vários bairros pobres de vários países.,当时好几个国家的贫民区都爆发了健康危机。
DLG23_1719417607,La gente se había vuelto adicta a una sustancia llamada [color=yellow]mercurio rojo[/color].,People had become addicted to a substance called [color=yellow]red mercury.[/color],Pessoas ficaram viciadas em uma substância chamada [color=yellow]mercúrio vermelho[/color].,人们沉迷于一种名为 [color=yellow]红汞[/color] 的物质。
DLG24_1719417607,Un par de gotas eran suficiente para estar bajo sus terribles efectos.,A couple of drops were enough to be under its terrible effects.,Poucas gotas são suficientes para estar sob efeitos terríveis.,只要几滴，就足以让人遭受它可怕的影响。
DLG25_1719417607,Era una sustancia que se vendía a un precio bajo y la persona que conoce el proceso de sintetización es Sheal Avicena.,It was a substance that was sold at a low price and the person who knows the synthesizing process is Sheal Avicenna.,Era uma substância que era vendida por um preço baixo e a pessoa que sabe do processo de sintetização é Sheal Avicenna.,那种东西曾被低价出售，而掌握其合成方法的人，就是希尔·阿维森纳。
DLG26_1719417607,"La Orden logró controlar la situación desmantelando sus redes de mercadeo, pero Sheal había escapado y no hemos podido dar con su paradero desde entonces.","The Order managed to control the situation by dismantling their marketing networks, but Sheal had escaped and we have not been able to trace his whereabouts since.","A Ordem conseguiu controlar a situação ao desmantelar a rede de publicidade deles, mas Sheal conseguiu escapar e não fomos capazes de rastrear seu paradeiro desde então.",教团通过捣毁他们的销售网络控制住了局面，但希尔已经逃走，从那以后我们就再也追查不到他的下落。
DLG27_1719417607,Al menos ahora sabemos que no puede estar muy lejos...,At least now we know that he can't be far away....,Pelo menos nós sabemos que não pode estar tão longe.…,不过至少现在我们知道，他应该不会离这里太远……
DLG28_1719417607,"Gracias por tu colaboración Xandria, puedes retirarte y seguir con tu trabajo.","Thank you for your collaboration Xandria, you can retire and continue with your work.","Obrigado pela sua colaboração Xandria, pode se retirar e continuar com o seu trabalho.",感谢你的协助，珊德莉雅。你可以退下，继续去忙你的工作了。
DLG1_1721926706,"Al entrar bajo el agua, hay que tener en cuenta que una persona tiene un límite de resistencia pulmonar.","When entering underwater, keep in mind that a person has limited lung resistance.","Quando entrar debaixo d’água, lembre-se que uma pessoa tem um limite de resistência pulmonar.",进入水下时要记住，人的肺活量是有限的。
